instruction : push / register data :R0 = 0x0, R1 = 0x0, R2 = 0x0, R3 = 0x0, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x0, SP = 0x80000000, LR = 0x8018, PC = 0x8514, CPSR = 0x400001d3 / modified register : ['sp'] / memory data : \x0\x48\x2d\xe9
instruction : cmp / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x85a0, CPSR = 0x600001d3 / modified register : ['cpsr'] / memory data : \x2\x0\x53\xe3
instruction : bne / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x85a4, CPSR = 0x800001d3 / modified register : ['pc'] / memory data : \x3\x0\x0\x1a
instruction : ldr / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x85b8, CPSR = 0x800001d3 / modified register : ['r3'] / memory data : \xc\x30\x1b\xe5
instruction : cmp / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x85bc, CPSR = 0x800001d3 / modified register : ['cpsr'] / memory data : \x3\x0\x53\xe3
instruction : bne / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x85c0, CPSR = 0x800001d3 / modified register : ['pc'] / memory data : \x3\x0\x0\x1a
instruction : ldr / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x85d4, CPSR = 0x800001d3 / modified register : ['r3'] / memory data : \xc\x30\x1b\xe5
instruction : cmp / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x85d8, CPSR = 0x800001d3 / modified register : ['cpsr'] / memory data : \x4\x0\x53\xe3
instruction : bne / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x85dc, CPSR = 0x800001d3 / modified register : ['pc'] / memory data : \x3\x0\x0\x1a
instruction : ldr / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x85f0, CPSR = 0x800001d3 / modified register : ['r3'] / memory data : \xc\x30\x1b\xe5
instruction : cmp / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x85f4, CPSR = 0x800001d3 / modified register : ['cpsr'] / memory data : \x5\x0\x53\xe3
instruction : bne / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x85f8, CPSR = 0x800001d3 / modified register : ['pc'] / memory data : \x3\x0\x0\x1a
instruction : mov / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x860c, CPSR = 0x800001d3 / modified register : ['r0'] / memory data : \x0\x0\xa0\xe1
instruction : sub / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7fffff48, LR = 0x859c, PC = 0x8610, CPSR = 0x800001d3 / modified register : ['sp'] / memory data : \x4\xd0\x4b\xe2
instruction : pop / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x859c, PC = 0x8614, CPSR = 0x800001d3 / modified register : ['sp', 'fp', 'lr'] / memory data : \x0\x48\xbd\xe8
instruction : bx / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x80000000, LR = 0x8018, PC = 0x8618, CPSR = 0x800001d3 / modified register : ['pc'] / memory data : \x1e\xff\x2f\xe1
instruction : push / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x80000000, LR = 0x8018, PC = 0x8018, CPSR = 0x800001d3 / modified register : ['sp'] / memory data : \x10\x40\x2d\xe9
instruction : mov / register data :R0 = 0x0, R1 = 0x42, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8018, PC = 0x801c, CPSR = 0x800001d3 / modified register : ['r1'] / memory data : \x0\x10\xa0\xe3
instruction : mov / register data :R0 = 0x0, R1 = 0x0, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8018, PC = 0x8020, CPSR = 0x800001d3 / modified register : ['r4'] / memory data : \x0\x40\xa0\xe1
instruction : bl / register data :R0 = 0x0, R1 = 0x0, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8018, PC = 0x8024, CPSR = 0x800001d3 / modified register : ['lr', 'pc'] / memory data : \x4d\x2\x0\xeb
instruction : push / register data :R0 = 0x0, R1 = 0x0, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8028, PC = 0x8960, CPSR = 0x800001d3 / modified register : ['sp'] / memory data : \xf0\x4f\x2d\xe9
instruction : mov / register data :R0 = 0x0, R1 = 0x0, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7fffffd4, LR = 0x8028, PC = 0x8964, CPSR = 0x800001d3 / modified register : ['fp'] / memory data : \x0\xb0\xa0\xe1
instruction : ldr / register data :R0 = 0x0, R1 = 0x0, R2 = 0x9a, R3 = 0x1, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffd4, LR = 0x8028, PC = 0x8968, CPSR = 0x800001d3 / modified register : ['r3'] / memory data : \x20\x31\x9f\xe5
instruction : sub / register data :R0 = 0x0, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffd4, LR = 0x8028, PC = 0x896c, CPSR = 0x800001d3 / modified register : ['sp'] / memory data : \xc\xd0\x4d\xe2
instruction : ldr / register data :R0 = 0x0, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8028, PC = 0x8970, CPSR = 0x800001d3 / modified register : ['r0'] / memory data : \x0\x0\x93\xe5
instruction : mov / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8028, PC = 0x8974, CPSR = 0x800001d3 / modified register : ['r7'] / memory data : \x1\x70\xa0\xe1
instruction : str / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8028, PC = 0x8978, CPSR = 0x800001d3 / modified register : [] / memory data : \x4\xb0\x8d\xe5
instruction : bl / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8028, PC = 0x897c, CPSR = 0x800001d3 / modified register : ['lr', 'pc'] / memory data : \x63\x0\x0\xeb
instruction : bx / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8980, PC = 0x8b10, CPSR = 0x800001d3 / modified register : ['pc'] / memory data : \x1e\xff\x2f\xe1
instruction : ldr / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8980, PC = 0x8980, CPSR = 0x800001d3 / modified register : ['r3'] / memory data : \xc\x31\x9f\xe5
instruction : ldr / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x8d98, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8980, PC = 0x8984, CPSR = 0x800001d3 / modified register : ['r8'] / memory data : \x0\x80\x93\xe5
instruction : ldr / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x8d98, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x18dc0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8980, PC = 0x8988, CPSR = 0x800001d3 / modified register : ['r6'] / memory data : \x48\x61\x98\xe5
instruction : cmp / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x8d98, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x18dc0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8980, PC = 0x898c, CPSR = 0x800001d3 / modified register : ['cpsr'] / memory data : \x0\x0\x56\xe3
instruction : beq / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x8d98, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x18dc0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8980, PC = 0x8990, CPSR = 0x600001d3 / modified register : ['pc'] / memory data : \x28\x0\x0\xa
instruction : ldr / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x8d98, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x18dc0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8980, PC = 0x8a38, CPSR = 0x600001d3 / modified register : ['r3'] / memory data : \x50\x30\x9f\xe5
instruction : ldr / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x18dc0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8980, PC = 0x8a3c, CPSR = 0x600001d3 / modified register : ['r0'] / memory data : \x0\x0\x93\xe5
instruction : bl / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x18dc0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8980, PC = 0x8a40, CPSR = 0x600001d3 / modified register : ['lr', 'pc'] / memory data : \x38\x0\x0\xeb
instruction : bx / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x18dc0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8a44, PC = 0x8b28, CPSR = 0x600001d3 / modified register : ['pc'] / memory data : \x1e\xff\x2f\xe1
instruction : add / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x18dc0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffc8, LR = 0x8a44, PC = 0x8a44, CPSR = 0x600001d3 / modified register : ['sp'] / memory data : \xc\xd0\x8d\xe2
instruction : pop / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x18dc0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x7fffffd0, SP = 0x7fffffd4, LR = 0x8a44, PC = 0x8a48, CPSR = 0x600001d3 / modified register : ['sp', 'r4', 'r5', 'r6', 'r7', 'r8', 'sb', 'sl', 'fp', 'lr'] / memory data : \xf0\x4f\xbd\xe8
instruction : bx / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8028, PC = 0x8a4c, CPSR = 0x600001d3 / modified register : ['pc'] / memory data : \x1e\xff\x2f\xe1
instruction : ldr / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x191e8, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8028, PC = 0x8028, CPSR = 0x600001d3 / modified register : ['r3'] / memory data : \x18\x30\x9f\xe5
instruction : ldr / register data :R0 = 0x19208, R1 = 0x0, R2 = 0x9a, R3 = 0x8d98, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8028, PC = 0x802c, CPSR = 0x600001d3 / modified register : ['r0'] / memory data : \x0\x0\x93\xe5
instruction : ldr / register data :R0 = 0x18dc0, R1 = 0x0, R2 = 0x9a, R3 = 0x8d98, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8028, PC = 0x8030, CPSR = 0x600001d3 / modified register : ['r3'] / memory data : \x3c\x30\x90\xe5
instruction : cmp / register data :R0 = 0x18dc0, R1 = 0x0, R2 = 0x9a, R3 = 0x0, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8028, PC = 0x8034, CPSR = 0x600001d3 / modified register : ['cpsr'] / memory data : \x0\x0\x53\xe3
instruction : movne / register data :R0 = 0x18dc0, R1 = 0x0, R2 = 0x9a, R3 = 0x0, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8028, PC = 0x8038, CPSR = 0x600001d3 / modified register : ['lr'] / memory data : \xf\xe0\xa0\x11
instruction : bxne / register data :R0 = 0x18dc0, R1 = 0x0, R2 = 0x9a, R3 = 0x0, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8028, PC = 0x803c, CPSR = 0x600001d3 / modified register : ['pc'] / memory data : \x13\xff\x2f\x11
instruction : mov / register data :R0 = 0x18dc0, R1 = 0x0, R2 = 0x9a, R3 = 0x0, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8028, PC = 0x8040, CPSR = 0x600001d3 / modified register : ['r0'] / memory data : \x4\x0\xa0\xe1
instruction : bl / register data :R0 = 0x0, R1 = 0x0, R2 = 0x9a, R3 = 0x0, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8028, PC = 0x8044, CPSR = 0x600001d3 / modified register : ['lr', 'pc'] / memory data : \xe7\x2\x0\xeb
instruction : b / register data :R0 = 0x0, R1 = 0x0, R2 = 0x9a, R3 = 0x0, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x7fffffd0, SP = 0x7ffffff8, LR = 0x8048, PC = 0x8be8, CPSR = 0x600001d3 / modified register : ['pc'] / memory data : \xfe\xff\xff\xea
